loan_amnt,term_months,int_rate,installment,annual_inc,dti,fico_score,open_acc,revol_util,home_ownership,purpose,emp_length_years
22312,36,24.22,334.89,149925,32.08,656,17,73.16,OWN,credit_card,15
19978,60,7.97,1115.81,186481,11.55,809,6,18.3,RENT,car,6
1282,60,19.53,446.47,65610,19.12,815,6,8.14,MORTGAGE,car,15
15389,60,6.01,528.27,116896,16.45,702,18,85.56,OWN,small_business,5
27649,60,9.72,264.57,144433,15.17,769,13,111.34,RENT,car,12
2727,60,19.74,1128.99,110179,34.7,809,19,66.76,RENT,debt_consolidation,4
19743,60,14.17,213.99,153915,26.9,613,5,24.41,OWN,home_improvement,7
17767,36,11.58,449.01,138178,27.79,598,4,10.19,RENT,debt_consolidation,17
7859,60,20.03,565.68,52267,33.09,668,5,49.44,RENT,debt_consolidation,19
13576,60,10.22,1140.07,197347,6.39,623,1,62.05,MORTGAGE,home_improvement,12
1276,60,17.93,284.14,35475,11.43,596,9,69.0,MORTGAGE,debt_consolidation,0
18033,36,14.38,874.13,176374,19.95,801,11,55.46,RENT,home_improvement,14
3336,60,16.12,978.84,97952,31.63,611,17,32.27,MORTGAGE,credit_card,1
33307,60,27.42,487.01,120787,34.63,743,2,48.44,RENT,debt_consolidation,6
7406,60,9.14,883.3,177011,7.76,788,15,67.35,MORTGAGE,small_business,10
11825,36,12.86,241.38,48185,15.8,650,1,119.7,OWN,debt_consolidation,5
26479,36,24.2,1177.44,166301,17.31,654,15,116.89,MORTGAGE,small_business,2
9016,60,26.08,223.45,117956,31.21,761,4,87.57,OWN,small_business,18
28712,36,19.73,188.79,110404,27.67,652,10,78.74,RENT,home_improvement,3
25214,60,26.04,668.25,78396,25.93,768,1,99.89,OWN,credit_card,17
10108,60,21.36,352.67,140359,33.27,632,15,28.34,RENT,debt_consolidation,0
7449,36,21.66,190.7,32343,10.44,809,6,118.95,MORTGAGE,small_business,15
12867,36,13.08,454.23,121051,19.26,710,9,96.46,MORTGAGE,small_business,18
33101,60,13.38,107.98,176248,29.22,668,1,117.5,RENT,small_business,3
16417,60,20.07,497.39,160909,27.74,746,9,96.02,RENT,debt_consolidation,18
24554,36,16.06,842.67,169122,7.81,653,14,90.86,RENT,credit_card,5
15388,36,8.46,1166.85,163612,3.06,694,10,81.4,RENT,small_business,10
15342,36,9.93,274.88,114187,10.68,735,4,87.86,RENT,small_business,6
5078,36,7.25,465.45,41319,15.43,806,7,90.56,OWN,car,7
11380,36,10.21,632.69,129254,16.29,747,17,5.88,RENT,small_business,2
8059,36,26.95,449.01,137230,2.88,659,16,26.26,MORTGAGE,credit_card,9
23056,36,22.36,476.6,88498,14.07,685,9,32.93,RENT,car,11
19263,60,21.74,739.94,29775,18.19,685,7,56.75,OWN,home_improvement,8
27734,36,15.22,512.61,103335,19.91,839,12,18.97,RENT,home_improvement,13
2462,60,26.1,1050.81,65052,3.26,808,19,52.08,OWN,car,7
29380,60,26.69,585.07,195966,2.67,603,8,113.35,OWN,home_improvement,16
9666,60,22.34,1174.0,102757,23.01,812,19,75.6,OWN,debt_consolidation,1
31080,60,7.88,929.75,29028,1.51,757,17,64.42,OWN,home_improvement,4
7054,60,16.56,324.19,182204,13.76,647,19,13.69,RENT,small_business,15
8906,60,7.0,141.39,40929,17.01,779,14,59.9,MORTGAGE,car,17
8610,60,27.09,1107.96,152970,30.0,671,6,102.65,RENT,car,10
10446,36,24.65,349.45,96400,12.3,809,10,10.82,RENT,small_business,2
24047,36,16.29,1177.61,30190,33.67,602,2,113.56,RENT,car,19
3490,36,16.67,995.75,32202,17.79,801,6,4.56,OWN,home_improvement,12
27630,60,23.44,233.59,55867,12.77,734,4,97.76,RENT,home_improvement,19
12349,36,9.41,933.46,156528,15.87,678,19,13.37,MORTGAGE,small_business,8
28529,36,11.33,696.32,195768,34.98,697,8,9.42,RENT,credit_card,6
29350,36,15.05,369.76,146947,23.6,698,8,58.12,RENT,small_business,0
9942,36,5.62,1128.6,138724,5.21,771,14,118.1,OWN,car,12
24177,60,5.99,419.12,59648,19.74,700,16,77.17,OWN,small_business,18
3356,36,18.36,1188.69,179162,21.51,818,9,93.26,OWN,debt_consolidation,19
14919,60,18.07,799.32,33543,27.52,817,11,36.68,MORTGAGE,home_improvement,12
28413,60,23.53,648.69,96427,0.36,660,2,12.58,OWN,car,15
32010,36,15.84,1143.47,195971,22.87,773,6,52.36,OWN,small_business,19
13185,60,8.91,69.72,106973,10.11,627,10,17.08,RENT,home_improvement,7
1481,60,13.6,551.71,109063,15.27,801,1,21.94,RENT,small_business,14
5912,36,26.24,881.61,197011,32.22,628,5,55.15,MORTGAGE,debt_consolidation,15
34535,36,20.89,844.43,164064,15.99,620,3,106.17,RENT,home_improvement,2
20539,36,20.62,475.05,170822,31.52,633,13,29.26,MORTGAGE,credit_card,8
7783,60,8.05,109.9,176250,8.04,683,18,118.67,OWN,home_improvement,15
25370,36,16.53,386.53,93965,33.85,729,6,100.29,OWN,debt_consolidation,11
28843,60,9.98,1094.0,20290,27.52,820,13,44.38,RENT,debt_consolidation,8
27588,36,7.12,503.02,194533,11.83,726,3,44.61,MORTGAGE,credit_card,7
8710,36,19.98,668.57,177716,15.21,761,19,9.26,MORTGAGE,car,13
9894,36,10.43,1082.02,77773,23.98,606,11,54.63,MORTGAGE,home_improvement,13
3049,36,5.62,1176.25,196869,22.92,780,8,21.12,OWN,credit_card,0
15387,60,6.04,784.79,78565,26.66,607,11,27.31,MORTGAGE,credit_card,9
25071,60,8.54,439.94,66233,25.84,584,10,95.6,OWN,home_improvement,18
25476,36,13.52,446.03,114245,12.76,785,10,60.26,OWN,home_improvement,3
25034,60,23.56,175.57,168278,2.99,626,10,88.85,OWN,small_business,0
27788,60,17.28,1042.6,112887,31.5,604,13,57.39,OWN,car,17
23612,60,8.13,952.58,134892,21.33,732,1,113.27,MORTGAGE,debt_consolidation,7
32822,60,22.91,169.16,79469,32.92,666,9,63.96,RENT,car,16
6750,60,16.32,859.94,195666,3.27,597,18,77.08,MORTGAGE,car,8
7910,60,16.95,452.5,58458,32.21,705,18,35.95,OWN,credit_card,18
6075,60,14.87,831.62,130443,29.7,717,16,84.61,RENT,car,10
25858,36,12.48,418.14,45960,29.62,759,5,74.08,RENT,car,13
16360,36,24.93,1073.86,172472,4.94,794,12,85.98,MORTGAGE,debt_consolidation,0
7430,60,23.29,686.16,124425,26.11,711,16,27.36,RENT,home_improvement,10
15376,60,22.76,977.9,106700,17.86,590,16,13.18,RENT,credit_card,5
21022,60,8.98,405.64,141227,30.16,650,17,49.62,OWN,credit_card,15
17364,36,22.86,738.66,78353,32.94,806,6,99.14,MORTGAGE,home_improvement,3
3537,36,11.18,686.15,49622,25.51,711,13,56.28,MORTGAGE,car,3
19028,36,22.65,746.19,32740,21.21,792,14,40.1,RENT,home_improvement,1
33299,60,20.93,1008.34,53779,34.74,828,1,44.03,MORTGAGE,small_business,17
20880,60,10.92,1126.62,133216,7.04,746,4,96.27,MORTGAGE,car,8
4083,36,5.94,174.81,108598,17.55,811,19,65.34,MORTGAGE,home_improvement,3
24749,60,10.61,242.13,32657,9.22,643,6,52.07,RENT,car,12
4972,36,24.54,839.91,36631,24.99,825,13,58.33,RENT,credit_card,1
16887,36,26.56,835.38,191095,34.58,669,12,87.74,RENT,debt_consolidation,10
21435,36,22.43,912.36,85196,33.81,621,7,17.58,MORTGAGE,home_improvement,8
9597,60,7.62,934.89,60059,9.66,840,11,76.22,OWN,debt_consolidation,4
21714,36,23.15,1115.51,114138,32.43,649,17,22.21,RENT,debt_consolidation,5
32182,36,26.44,68.05,58210,14.67,734,9,105.71,MORTGAGE,debt_consolidation,17
12172,36,22.78,545.39,76889,3.02,841,7,41.6,RENT,credit_card,7
22372,36,21.75,368.92,57315,0.34,700,2,34.21,MORTGAGE,home_improvement,0
5470,36,8.94,1114.19,27012,1.4,622,2,13.33,OWN,home_improvement,19
33402,60,15.9,401.74,198731,6.67,590,10,42.85,RENT,car,4
21932,60,26.02,355.01,179357,15.29,643,1,1.87,RENT,credit_card,15
1525,36,14.38,488.94,127809,24.88,721,18,13.04,OWN,credit_card,18
11028,60,11.54,251.7,105312,2.76,625,6,105.93,RENT,car,2
15719,60,12.45,812.48,99351,30.49,635,17,85.84,MORTGAGE,home_improvement,3
34848,36,13.95,857.13,169049,14.47,586,17,14.64,MORTGAGE,small_business,12
21519,60,17.15,1073.86,117157,16.33,843,14,9.7,MORTGAGE,home_improvement,14
11345,60,22.65,690.56,71055,18.57,749,15,108.07,OWN,car,12
2239,36,6.94,414.57,53808,3.74,849,2,36.81,MORTGAGE,small_business,10
28251,36,12.21,1144.18,108627,13.96,747,12,60.83,MORTGAGE,car,9
22566,60,22.16,701.93,164603,0.58,739,1,25.31,OWN,credit_card,1
32334,36,15.0,307.82,69223,32.22,715,1,7.32,RENT,home_improvement,5
28935,36,18.7,185.97,142140,29.97,732,4,34.34,RENT,small_business,1
22447,36,6.07,1152.62,126053,7.76,650,16,29.17,OWN,car,17
1488,60,22.14,160.18,179644,0.32,721,4,6.82,MORTGAGE,home_improvement,7
12350,36,15.82,543.6,189083,6.51,848,8,9.19,OWN,debt_consolidation,13
31020,36,8.97,1003.73,65602,13.83,690,6,83.2,MORTGAGE,debt_consolidation,2
29921,60,8.37,877.6,173676,10.21,733,4,61.73,RENT,car,13
19792,60,20.95,378.82,44204,24.46,661,9,40.43,OWN,car,7
29022,36,6.71,817.91,103870,4.86,629,5,17.7,OWN,credit_card,11
15289,36,19.05,72.64,81491,10.29,773,15,27.64,OWN,car,18
27386,60,22.67,570.3,57982,27.03,686,12,76.64,MORTGAGE,small_business,6
5437,36,10.34,76.34,54527,23.42,603,12,82.09,MORTGAGE,credit_card,10
6543,36,24.97,423.12,166467,12.49,651,4,16.01,OWN,home_improvement,7
5827,36,19.9,64.74,109547,21.22,595,4,46.21,RENT,credit_card,18
8493,36,17.34,298.05,118782,24.5,748,19,90.55,MORTGAGE,car,12
14673,36,20.5,546.16,186241,28.56,604,6,107.0,OWN,car,14
12046,60,12.55,743.67,175390,20.9,622,15,42.61,RENT,small_business,0
28672,60,15.49,1029.26,28515,21.21,622,6,78.21,OWN,car,7
22542,36,7.67,229.08,142740,27.11,589,15,35.72,MORTGAGE,small_business,1
8788,60,19.92,235.02,68215,29.95,838,7,64.9,RENT,car,0
1384,36,19.08,740.77,148623,16.92,649,18,84.35,RENT,small_business,14
4327,60,23.61,98.14,137743,34.29,770,2,32.3,OWN,credit_card,13
13219,60,12.47,1028.21,46414,19.99,628,9,26.61,MORTGAGE,debt_consolidation,5
25920,60,21.37,805.55,196361,11.33,637,9,26.76,RENT,debt_consolidation,10
2445,60,7.6,237.99,81852,24.41,637,7,48.85,OWN,small_business,15
24501,60,25.7,883.04,61128,22.47,798,8,112.87,RENT,home_improvement,13
30845,36,16.65,359.59,123748,17.14,651,4,28.29,OWN,car,16
11680,60,23.47,407.31,53375,19.63,741,10,72.17,MORTGAGE,home_improvement,17
5895,60,7.94,77.64,189640,15.31,729,14,50.26,MORTGAGE,credit_card,9
27736,36,9.62,187.95,109897,29.54,602,15,60.99,RENT,credit_card,4
6530,36,11.42,1125.71,122126,6.87,595,18,39.99,OWN,debt_consolidation,5
31391,60,6.57,547.57,187708,34.42,668,12,93.18,MORTGAGE,credit_card,15
13816,36,8.72,236.82,175789,5.34,745,14,18.41,OWN,credit_card,13
28405,36,6.85,770.47,51126,13.47,664,6,39.82,RENT,small_business,0
2881,60,6.2,93.05,179020,3.4,688,4,67.44,RENT,credit_card,11
17907,36,15.18,889.4,79269,30.97,721,7,19.58,OWN,home_improvement,18
12164,60,10.51,656.03,128283,10.16,808,5,58.12,MORTGAGE,credit_card,14
26611,60,24.55,312.3,66129,25.89,769,1,48.27,OWN,home_improvement,8
25574,60,19.18,402.07,89177,33.35,730,15,101.51,MORTGAGE,home_improvement,1
8896,60,13.16,545.88,134541,10.55,670,19,6.9,OWN,small_business,11
12190,36,9.22,126.65,115369,0.78,769,11,103.73,MORTGAGE,small_business,3
18862,60,8.93,715.7,54075,31.8,627,18,39.9,OWN,debt_consolidation,8
26826,60,13.99,677.03,161378,19.32,792,9,101.5,RENT,small_business,18
6704,36,9.93,827.85,182806,17.67,849,16,51.08,RENT,small_business,5
15859,60,19.26,109.79,46951,18.28,710,6,99.67,RENT,debt_consolidation,12
30670,36,5.61,1053.3,35438,18.72,809,5,79.65,MORTGAGE,debt_consolidation,12
21581,60,12.87,198.05,120804,3.56,694,13,52.18,OWN,debt_consolidation,8
3795,60,15.43,670.74,35707,14.57,652,1,59.99,MORTGAGE,car,2
32875,60,24.89,914.29,97069,26.82,755,10,98.11,OWN,credit_card,19
31933,36,6.78,616.27,25678,7.05,792,7,98.48,MORTGAGE,debt_consolidation,7
10540,36,24.57,659.88,133268,33.22,804,4,62.07,MORTGAGE,credit_card,14
19951,60,27.88,997.29,83503,7.14,789,11,51.76,RENT,home_improvement,19
9605,36,26.83,820.23,131789,17.88,793,15,25.23,RENT,home_improvement,7
12413,60,15.26,581.04,100653,0.39,802,3,59.71,OWN,debt_consolidation,6
3643,36,25.32,782.23,47048,7.54,608,4,21.55,OWN,debt_consolidation,16
14716,60,9.62,509.95,141097,9.18,706,2,118.12,RENT,credit_card,11
29253,36,19.35,247.49,28373,3.34,609,16,64.31,OWN,credit_card,5
7737,60,24.18,1098.32,176764,7.35,593,4,67.86,MORTGAGE,credit_card,10
28480,36,27.62,1150.24,168010,3.71,804,1,53.52,OWN,small_business,15
22754,60,24.62,751.18,175343,22.24,669,4,92.36,OWN,home_improvement,8
34866,36,5.56,874.89,96939,3.21,631,18,59.76,MORTGAGE,home_improvement,0
6366,60,15.39,696.99,24987,23.98,780,3,81.82,MORTGAGE,small_business,17
18955,60,23.68,1027.35,172849,28.24,796,9,103.94,MORTGAGE,credit_card,6
9427,36,18.7,255.4,165299,1.13,692,17,87.78,OWN,home_improvement,6
12083,60,14.47,1068.09,177344,22.84,826,3,74.89,OWN,debt_consolidation,1
21470,36,18.65,501.72,83394,9.6,776,11,95.63,RENT,small_business,19
4812,60,19.64,194.1,185301,7.47,777,5,45.22,RENT,credit_card,14
9367,60,22.31,399.07,141918,19.98,661,14,38.27,RENT,small_business,10
3454,36,11.9,589.47,73830,25.04,639,2,46.38,MORTGAGE,credit_card,19
21131,60,13.83,181.92,52970,15.74,716,2,73.56,OWN,home_improvement,10
2529,36,8.53,1193.39,69884,14.42,628,3,45.7,OWN,small_business,9
4374,36,8.01,845.31,179427,15.65,587,14,94.31,MORTGAGE,small_business,7
11956,36,13.33,1030.87,173833,0.3,601,11,71.46,MORTGAGE,car,2
22839,36,8.15,805.44,23864,34.91,588,6,28.25,RENT,car,0
18764,60,21.32,1058.18,87505,18.21,747,1,79.05,OWN,car,8
1178,60,7.04,126.3,95520,12.26,646,13,90.89,OWN,credit_card,3
31720,60,11.69,497.3,53124,20.64,612,10,97.26,RENT,small_business,7
24852,36,21.85,1057.44,33292,17.45,692,16,108.08,MORTGAGE,small_business,6
3708,36,14.26,370.81,188774,10.78,600,13,87.54,MORTGAGE,debt_consolidation,4
19542,36,17.62,929.24,188513,19.64,661,7,86.13,OWN,home_improvement,14
26923,36,14.9,619.18,62028,34.17,713,16,33.07,RENT,debt_consolidation,14
27641,36,14.61,875.68,111432,0.72,786,19,12.51,MORTGAGE,debt_consolidation,10
22136,60,10.74,952.86,113779,26.51,697,10,88.68,OWN,home_improvement,16
4224,60,9.47,1044.52,152987,22.44,836,17,117.45,MORTGAGE,small_business,17
21150,36,24.62,511.55,155091,14.4,842,13,75.96,RENT,car,15
26227,36,18.16,912.2,161677,24.4,664,8,70.62,MORTGAGE,debt_consolidation,18
9334,36,9.93,787.2,94581,34.22,687,18,109.43,OWN,home_improvement,13
17806,36,18.78,929.95,94041,19.71,623,4,37.41,RENT,debt_consolidation,12
22625,36,20.77,414.31,95596,12.16,817,15,74.72,RENT,home_improvement,15
9705,36,25.97,382.14,41865,21.28,813,19,23.25,OWN,car,2
6276,60,10.45,245.62,129877,23.79,799,4,115.09,RENT,debt_consolidation,2
30007,60,8.24,656.54,129718,25.44,785,10,32.24,RENT,home_improvement,13
20426,60,21.21,1013.85,102415,3.13,797,13,16.04,RENT,car,4
4556,60,15.53,795.63,164137,15.18,776,18,40.78,OWN,home_improvement,7
15175,36,12.17,432.49,120547,10.39,737,15,4.39,MORTGAGE,home_improvement,18
31586,60,8.0,578.22,160216,23.92,673,17,61.85,MORTGAGE,car,9
28340,60,11.62,1016.03,153472,34.97,689,2,36.63,MORTGAGE,home_improvement,19
19931,60,11.16,482.5,88743,27.42,746,8,63.79,RENT,credit_card,9
17035,36,16.67,280.86,158369,10.16,703,10,102.75,RENT,small_business,13
34722,60,27.48,1066.7,159199,2.51,590,3,44.13,RENT,small_business,12
18438,36,26.63,366.1,139755,5.86,602,9,83.72,MORTGAGE,credit_card,6
4744,60,11.17,1075.28,26068,14.28,788,10,9.09,MORTGAGE,car,15
1569,36,11.72,817.72,185583,4.94,692,1,104.78,RENT,home_improvement,13
1922,60,22.99,915.71,149120,31.18,711,18,89.88,RENT,car,7
19297,60,17.61,1035.66,148789,1.31,601,12,46.98,OWN,small_business,1
28542,36,16.6,1183.33,163941,11.72,698,18,33.0,OWN,home_improvement,13
15721,60,19.36,380.58,125410,19.17,612,11,110.74,OWN,credit_card,19
6415,60,20.95,674.69,173669,29.57,838,17,56.45,OWN,debt_consolidation,2
15955,60,22.7,515.65,90938,8.82,652,3,50.64,MORTGAGE,credit_card,10
15318,36,18.99,442.53,169836,22.04,713,1,39.96,MORTGAGE,small_business,15
2585,60,17.37,1183.61,110638,11.28,668,18,40.79,OWN,small_business,3
9017,60,15.33,962.15,185189,12.83,750,11,50.21,MORTGAGE,credit_card,19
11449,60,11.22,64.43,82678,6.2,842,12,81.35,RENT,small_business,7
4167,36,19.36,217.5,63525,16.14,779,2,76.82,OWN,car,4
4583,36,27.68,697.37,181754,10.84,773,6,57.93,OWN,home_improvement,13
14543,60,23.79,504.2,48359,19.79,822,18,109.67,OWN,home_improvement,13
10435,60,20.54,133.83,154089,21.63,762,6,50.82,MORTGAGE,car,11
2177,60,16.96,1128.78,79379,18.07,729,17,6.63,OWN,debt_consolidation,13
33983,60,8.77,788.51,59899,24.04,741,2,94.5,OWN,debt_consolidation,10
32337,60,17.47,393.65,42623,14.65,752,16,88.87,OWN,car,16
11589,60,24.64,63.22,25492,20.11,630,14,39.44,OWN,small_business,13
4420,36,21.1,854.66,179634,0.48,757,14,78.4,RENT,small_business,16
21219,36,20.09,623.07,72930,26.98,635,16,57.8,MORTGAGE,small_business,5
24862,60,13.7,1108.51,178183,7.28,810,4,65.54,OWN,debt_consolidation,2
1077,60,12.33,758.29,198350,33.96,686,13,33.65,MORTGAGE,small_business,9
27723,60,8.02,730.08,172735,4.46,715,19,97.65,RENT,debt_consolidation,8
5088,60,12.03,369.91,101761,14.55,833,19,46.66,RENT,car,2
4586,60,19.71,1078.53,51535,21.3,816,16,59.61,RENT,car,1
14975,36,16.02,1174.67,47428,17.37,782,19,94.19,RENT,home_improvement,11
9110,36,23.13,1005.46,54162,13.01,805,15,30.03,RENT,home_improvement,5
17406,60,17.54,65.62,142226,17.61,767,19,9.65,RENT,debt_consolidation,5
21669,36,10.88,171.93,142315,29.74,606,19,16.9,OWN,small_business,15
27614,60,23.61,1109.33,78676,16.7,601,3,111.95,RENT,small_business,6
11326,36,24.02,1095.25,148259,32.28,682,5,81.35,RENT,debt_consolidation,0
10715,60,7.91,850.91,99944,18.98,706,3,57.78,MORTGAGE,credit_card,11
18630,36,13.4,883.72,126694,16.57,764,13,49.84,RENT,debt_consolidation,3
32921,60,25.0,548.36,68604,18.5,839,14,0.9,OWN,debt_consolidation,10
18506,60,18.31,120.29,147558,11.55,839,4,56.09,RENT,credit_card,1
22729,60,16.5,510.44,54253,9.72,622,10,54.88,RENT,credit_card,16
3230,36,23.13,220.99,164666,26.82,584,5,72.54,RENT,debt_consolidation,19
34002,60,19.96,930.85,97678,2.01,658,9,18.0,OWN,small_business,15
8079,60,16.76,654.16,96493,12.62,733,7,50.78,OWN,car,14
22563,36,7.93,821.58,45274,18.27,753,11,78.43,MORTGAGE,debt_consolidation,1
33972,36,7.07,765.64,72214,18.62,718,14,102.36,MORTGAGE,home_improvement,6
26683,36,23.6,462.77,29322,12.28,694,15,41.43,OWN,car,5
7982,60,20.01,529.09,59440,7.4,635,14,73.37,OWN,small_business,8
34453,36,23.41,475.46,150877,31.6,661,1,106.38,OWN,small_business,3
12637,60,24.32,195.66,136435,25.41,670,14,108.71,MORTGAGE,credit_card,13
17626,60,6.72,245.85,84745,9.01,678,14,88.85,OWN,credit_card,8
15629,60,27.13,1144.58,103087,27.85,815,16,44.01,RENT,debt_consolidation,17
4112,60,26.14,643.99,32891,0.1,597,11,100.45,MORTGAGE,home_improvement,14
20503,60,11.98,927.84,64391,19.65,615,8,79.28,MORTGAGE,credit_card,3
29038,60,5.98,708.08,31975,22.56,593,19,59.41,MORTGAGE,credit_card,14
1864,36,13.65,345.8,133388,24.08,696,7,96.03,MORTGAGE,credit_card,14
28990,60,20.47,663.42,179515,26.57,772,2,92.49,RENT,small_business,5
17589,36,7.25,1058.26,151904,1.37,671,10,71.04,RENT,credit_card,1
6039,36,8.35,1089.96,158663,0.7,598,14,13.51,OWN,car,3
23190,36,18.71,946.67,58052,22.94,582,16,96.11,OWN,home_improvement,1
7833,60,19.87,650.33,123507,3.23,766,3,77.71,OWN,car,15
3994,36,11.18,495.56,123303,22.35,668,12,108.57,RENT,debt_consolidation,2
23911,60,19.53,529.17,160605,16.31,655,8,33.68,OWN,car,17
28192,36,18.54,556.41,34947,11.02,798,6,73.42,MORTGAGE,home_improvement,10
2105,36,18.76,686.46,151787,29.82,814,17,31.33,RENT,home_improvement,15
33201,60,27.79,731.69,125461,10.52,694,14,27.76,OWN,home_improvement,14
14986,36,12.72,1093.02,114764,11.08,626,12,83.06,RENT,credit_card,5
11704,36,7.45,834.65,131902,17.1,704,1,36.86,OWN,home_improvement,8
27681,60,24.01,1088.69,60727,19.34,681,8,7.55,RENT,credit_card,14
5683,36,6.58,1070.28,91317,15.63,755,15,87.79,MORTGAGE,debt_consolidation,3
6898,36,10.63,1179.22,92649,26.99,783,8,111.69,OWN,car,19
22508,60,18.43,948.28,63239,28.93,826,6,0.11,OWN,small_business,18
31314,36,16.6,975.86,149157,22.19,615,9,41.89,RENT,small_business,6
19546,36,27.94,955.86,140250,8.17,839,3,47.16,MORTGAGE,small_business,19
34045,60,25.51,486.71,122125,18.29,676,10,3.17,MORTGAGE,car,11
30009,60,7.89,1184.53,72460,0.42,768,6,76.12,OWN,car,9
23831,36,7.48,631.65,27988,33.35,815,17,85.06,OWN,small_business,5
13855,36,9.78,618.99,23926,5.22,699,10,76.86,OWN,credit_card,15
32371,60,9.54,1054.07,41871,24.96,736,11,4.45,OWN,small_business,13
19350,36,15.56,474.76,108059,2.13,737,13,84.69,RENT,home_improvement,7
27116,60,24.38,444.92,157843,19.17,584,7,81.03,MORTGAGE,small_business,17
7190,60,5.81,419.83,169295,0.15,796,15,29.92,MORTGAGE,small_business,19
9258,60,26.7,363.98,82323,24.52,719,4,63.15,OWN,small_business,16
29795,60,9.54,1092.69,49152,20.1,604,15,59.26,MORTGAGE,debt_consolidation,3
3187,60,10.24,974.55,60273,15.94,633,13,96.36,RENT,credit_card,5
19133,60,6.56,736.41,190954,13.29,725,16,113.57,RENT,credit_card,15
33007,60,13.68,857.2,158708,29.83,775,5,65.09,RENT,credit_card,8
7644,36,6.48,777.17,26775,15.43,791,16,31.64,OWN,debt_consolidation,11
32870,36,25.63,1012.66,69229,21.67,798,13,8.37,MORTGAGE,debt_consolidation,5
8531,36,26.53,705.88,32850,10.57,622,15,53.25,MORTGAGE,home_improvement,16
9646,36,7.89,291.22,183266,31.36,629,18,87.66,RENT,credit_card,14
23547,36,5.88,1095.55,167511,1.63,585,11,23.49,RENT,car,11
15231,60,5.91,110.33,179266,1.63,586,1,17.8,MORTGAGE,debt_consolidation,17
19099,60,9.1,486.53,30273,12.58,610,6,18.28,RENT,small_business,1
6832,60,21.33,744.62,151003,31.29,683,5,44.2,RENT,home_improvement,8
10557,36,15.51,259.99,95604,32.87,829,3,93.62,OWN,credit_card,3
4696,36,19.7,1165.22,43855,27.69,727,6,53.39,MORTGAGE,home_improvement,5
2184,60,15.27,920.59,126493,14.19,598,10,116.65,MORTGAGE,small_business,17
29939,60,14.99,662.75,38113,15.35,660,2,111.59,RENT,car,17
25077,60,17.06,829.69,139012,28.58,808,17,98.56,RENT,small_business,9
20680,60,23.34,406.12,86500,25.45,686,8,38.93,RENT,credit_card,19
20994,36,20.38,1133.79,156365,17.11,825,3,52.05,MORTGAGE,small_business,12
17353,60,6.02,279.38,118111,31.51,634,7,50.44,OWN,credit_card,17
18640,60,26.23,72.35,87967,18.21,778,13,59.35,RENT,car,7
16042,60,26.23,134.9,168532,18.41,762,1,17.71,OWN,credit_card,10
1112,36,9.48,661.89,150731,15.36,684,13,81.97,MORTGAGE,car,16
14233,36,6.28,310.64,155880,14.48,692,3,2.39,RENT,small_business,4
9947,36,25.59,831.82,172270,32.03,637,4,2.08,OWN,small_business,3
7629,60,26.3,439.26,25589,23.59,807,11,100.34,RENT,car,15
11860,60,25.0,1059.52,122757,30.55,684,7,57.7,RENT,credit_card,17
10726,60,7.08,344.35,174047,10.25,670,3,107.22,OWN,debt_consolidation,15
31977,36,19.06,224.79,132780,5.72,636,4,63.46,RENT,home_improvement,7
25950,36,13.08,853.36,109376,19.84,669,7,58.47,RENT,small_business,18
12938,60,6.64,1000.38,35430,12.6,697,5,115.12,RENT,home_improvement,2
31448,36,16.05,317.53,41747,13.11,647,2,24.77,OWN,small_business,6
17724,60,14.87,873.95,198542,20.32,735,4,114.89,OWN,credit_card,16
18482,36,6.0,1116.43,65221,22.41,610,10,55.35,OWN,debt_consolidation,8
33994,60,25.07,143.25,94667,25.08,733,11,100.4,OWN,small_business,14
24171,36,19.61,496.08,87762,20.3,590,14,113.96,MORTGAGE,debt_consolidation,0
5621,60,11.69,523.21,95940,5.58,641,2,0.05,RENT,credit_card,15
4956,36,13.21,660.22,111580,29.26,775,12,84.98,OWN,credit_card,17
27258,36,17.71,718.42,101344,30.51,782,8,0.34,MORTGAGE,credit_card,17
21358,36,27.42,1173.59,151279,9.67,753,6,74.94,OWN,car,17
34625,60,16.65,937.16,92246,26.54,767,6,29.45,RENT,small_business,0
19888,36,21.81,821.32,53043,4.28,733,6,61.41,OWN,debt_consolidation,7
11749,60,26.37,831.86,57525,16.55,672,17,66.08,RENT,home_improvement,2
28964,36,7.15,798.39,37428,15.3,683,14,23.83,MORTGAGE,home_improvement,4
19287,36,22.99,707.74,30112,1.95,752,9,76.2,MORTGAGE,credit_card,9
20830,36,13.06,293.99,128945,31.94,606,16,97.27,MORTGAGE,home_improvement,5
34623,60,25.8,76.56,25521,22.39,720,12,84.58,OWN,car,13
25423,36,22.53,114.71,83815,31.14,754,8,64.57,RENT,credit_card,3
33894,36,25.53,768.33,56822,21.09,828,18,99.31,MORTGAGE,home_improvement,14
7979,60,11.48,398.12,173816,11.52,619,13,25.94,MORTGAGE,home_improvement,19
2273,60,18.85,719.14,55587,30.96,710,6,35.23,OWN,debt_consolidation,11
5940,36,15.43,889.05,175916,11.85,772,2,61.57,OWN,debt_consolidation,4
6037,60,10.43,510.36,20761,31.57,598,1,116.13,RENT,car,16
1174,36,14.12,1185.04,129575,32.15,784,17,76.94,MORTGAGE,debt_consolidation,11
7548,60,25.37,493.81,143245,29.33,687,12,94.47,MORTGAGE,car,9
34065,36,13.13,504.19,113389,25.33,793,9,87.18,OWN,small_business,7
